Time Step,Actuator Position Array
0.0,10.0
0.14285714285714285,13.90915741234015
0.2857142857142857,14.874639560909118
0.42857142857142855,12.16941869558779
0.5714285714285714,7.83058130441221
0.7142857142857142,5.125360439090883
0.8571428571428571,6.09084258765985
1.0,9.999999999999998
1.1428571428571428,13.909157412340148
1.2857142857142856,14.874639560909118
1.4285714285714284,12.169418695587801
1.5714285714285714,7.8305813044122115
1.7142857142857142,5.1253604390908825
1.857142857142857,6.090842587659844
2.0,9.999999999999998
2.142857142857143,13.909157412340146
2.2857142857142856,14.874639560909118
2.4285714285714284,12.169418695587801
2.571428571428571,7.830581304412212
2.714285714285714,5.125360439090887
2.8571428571428568,6.0908425876598375
3.0,9.999999999999996
3.142857142857143,13.909157412340146
3.2857142857142856,14.87463956090912
3.4285714285714284,12.169418695587794
3.571428571428571,7.830581304412213
3.714285714285714,5.125360439090887
3.8571428571428568,6.0908425876598375
4.0,9.999999999999995
4.142857142857142,13.909157412340136
4.285714285714286,14.87463956090912
4.428571428571428,12.169418695587812
4.571428571428571,7.830581304412215
4.714285714285714,5.125360439090883
4.857142857142857,6.090842587659836
5.0,9.999999999999995
5.142857142857142,13.909157412340145
5.285714285714286,14.87463956090912
5.428571428571428,12.16941869558783
5.571428571428571,7.830581304412215
5.7142857142857135,5.125360439090891
5.857142857142857,6.090842587659846
6.0,9.999999999999993
6.142857142857142,13.909157412340145
6.285714285714286,14.87463956090912
6.428571428571428,12.16941869558783
6.571428571428571,7.830581304412217
6.7142857142857135,5.125360439090892
6.857142857142857,6.090842587659846
7.0,9.999999999999991
